ind;Corpus;Volume;Date;Type1
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13050512_r.jpg_full_full_0_default.jpg;MOMCA;;1305;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13050929_r.jpg_full_full_0_default.jpg;MOMCA;;1305;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13060224_r.jpg_full_full_0_default.jpg;MOMCA;;1306;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13060614_r.jpg_full_full_0_default.jpg;MOMCA;;1306;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13060722_r.jpg_full_full_0_default.jpg;MOMCA;;1306;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13060814_r.jpg_full_full_0_default.jpg;MOMCA;;1306;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13061106_r.jpg_full_full_0_default.jpg;MOMCA;;1306;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13061116_r.jpg_full_full_0_default.jpg;MOMCA;;1306;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13070104_r.jpg_full_full_0_default.jpg;MOMCA;;1307;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13070121_r.jpg_full_full_0_default.jpg;MOMCA;;1307;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13070416_r.jpg_full_full_0_default.jpg;MOMCA;;1307;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13070423_r.jpg_full_full_0_default.jpg;MOMCA;;1307;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13070525_r.jpg_full_full_0_default.jpg;MOMCA;;1307;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13071116_r.jpg_full_full_0_default.jpg;MOMCA;;1307;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13080121_r.jpg_full_full_0_default.jpg;MOMCA;;1308;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13080312_r.jpg_full_full_0_default.jpg;MOMCA;;1308;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13080505_r.jpg_full_full_0_default.jpg;MOMCA;;1308;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13080627_r.jpg_full_full_0_default.jpg;MOMCA;;1308;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13080715_r.jpg_full_full_0_default.jpg;MOMCA;;1308;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13080813_r.jpg_full_full_0_default.jpg;MOMCA;;1308;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13080821_r.jpg_full_full_0_default.jpg;MOMCA;;1308;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13080929_r.jpg_full_full_0_default.jpg;MOMCA;;1308;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13090202_r.jpg_full_full_0_default.jpg;MOMCA;;1309;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13090312_r.jpg_full_full_0_default.jpg;MOMCA;;1309;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13090422_r.jpg_full_full_0_default.jpg;MOMCA;;1309;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13090423_r.jpg_full_full_0_default.jpg;MOMCA;;1309;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13090522_r.jpg_full_full_0_default.jpg;MOMCA;;1309;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13090524_r.jpg_full_full_0_default.jpg;MOMCA;;1309;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13090810_r.jpg_full_full_0_default.jpg;MOMCA;;1309;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13100308_r.jpg_full_full_0_default.jpg;MOMCA;;1310;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13100423_r.jpg_full_full_0_default.jpg;MOMCA;;1310;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13100512_r.jpg_full_full_0_default.jpg;MOMCA;;1310;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13110921_r.jpg_full_full_0_default.jpg;MOMCA;;1311;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13111021_r.jpg_full_full_0_default.jpg;MOMCA;;1311;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13111220_r.jpg_full_full_0_default.jpg;MOMCA;;1311;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13119999_r.jpg_full_full_0_default.jpg;MOMCA;;1311;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13120310_r.jpg_full_full_0_default.jpg;MOMCA;;1312;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13120520_r.jpg_full_full_0_default.jpg;MOMCA;;1312;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13120603_r.jpg_full_full_0_default.jpg;MOMCA;;1312;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13120712_r.jpg_full_full_0_default.jpg;MOMCA;;1312;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13130601_r.jpg_full_full_0_default.jpg;MOMCA;;1313;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13130726_r.jpg_full_full_0_default.jpg;MOMCA;;1313;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13130825_r.jpg_full_full_0_default.jpg;MOMCA;;1313;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13140601_r.jpg_full_full_0_default.jpg;MOMCA;;1314;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13140814_r.jpg_full_full_0_default.jpg;MOMCA;;1314;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13140819_r.jpg_full_full_0_default.jpg;MOMCA;;1314;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13140907_r.jpg_full_full_0_default.jpg;MOMCA;;1314;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13141201_r.jpg_full_full_0_default.jpg;MOMCA;;1314;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13150210_r.jpg_full_full_0_default.jpg;MOMCA;;1315;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13150312_r.jpg_full_full_0_default.jpg;MOMCA;;1315;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13150317_r.jpg_full_full_0_default.jpg;MOMCA;;1315;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13150822_r.jpg_full_full_0_default.jpg;MOMCA;;1315;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13151218_r.jpg_full_full_0_default.jpg;MOMCA;;1315;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13151230_r.jpg_full_full_0_default.jpg;MOMCA;;1315;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13161111_r.jpg_full_full_0_default.jpg;MOMCA;;1316;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13180609_r.jpg_full_full_0_default.jpg;MOMCA;;1318;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13191101_r.jpg_full_full_0_default.jpg;MOMCA;;1319;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13200326_r.jpg_full_full_0_default.jpg;MOMCA;;1320;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13200422_r.jpg_full_full_0_default.jpg;MOMCA;;1320;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13200722_r.jpg_full_full_0_default.jpg;MOMCA;;1320;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13200805_r.jpg_full_full_0_default.jpg;MOMCA;;1320;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13201109_r.jpg_full_full_0_default.jpg;MOMCA;;1320;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_13240114_r.jpg_full_full_0_default.jpg;MOMCA;;1324;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_14260819_r.jpg_full_full_0_default.jpg;MOMCA;;1426;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_ca12129999_r.jpg_full_full_0_default.jpg;MOMCA;;1212;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_ca12409999_r.jpg_full_full_0_default.jpg;MOMCA;;1240;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_ca12459999_r.jpg_full_full_0_default.jpg;MOMCA;;1247;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_ca12509999_r.jpg_full_full_0_default.jpg;MOMCA;;1250;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_ca12789999_r.jpg_full_full_0_default.jpg;MOMCA;;1278;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_ca12819999_r.jpg_full_full_0_default.jpg;MOMCA;;1281;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_ca12860703_r.jpg_full_full_0_default.jpg;MOMCA;;1286;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_ca12899999_r.jpg_full_full_0_default.jpg;MOMCA;;1289;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_ca12910311_r.jpg_full_full_0_default.jpg;MOMCA;;1291;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Regensburg_ca12910712_r.jpg_full_full_0_default.jpg;MOMCA;;1291;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-104a-SpAR-Regensburg_12950205_r.jpg_full_full_0_default.jpg;MOMCA;;1295;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-104b-SpAR-Regensburg_12950205_r.jpg_full_full_0_default.jpg;MOMCA;;1295;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-106-SpAR-Regensburg_12930626_r.jpg_full_full_0_default.jpg;MOMCA;;1293;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-119a-SpAR-Regensburg_ca12779999_r.jpg_full_full_0_default.jpg;MOMCA;;1277;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-119b-SpAR-Regensburg_ca12779999_r.jpg_full_full_0_default.jpg;MOMCA;;1277;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-141-SpAR-Regensburg_13009999_r.jpg_full_full_0_default.jpg;MOMCA;;1300;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-142-SpAR-Regensburg_13009999_r.jpg_full_full_0_default.jpg;MOMCA;;1300;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-143-SpAR-Regensburg_13009999_r.jpg_full_full_0_default.jpg;MOMCA;;1300;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-144-SpAR-Regensburg_13009999_r.jpg_full_full_0_default.jpg;MOMCA;;1300;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-1481-SpAR-Regensburg_13121213_r.jpg_full_full_0_default.jpg;MOMCA;;1312;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-148-SpAR-Regensburg_13120525_r.jpg_full_full_0_default.jpg;MOMCA;;1312;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-149-SpAR-Regensburg_13120525_r.jpg_full_full_0_default.jpg;MOMCA;;1312;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-2101-SpAR-Regensburg_13011026_r.jpg_full_full_0_default.jpg;MOMCA;;1301;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-2102-SpAR-Regensburg_13011026_r.jpg_full_full_0_default.jpg;MOMCA;;1301;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-233-SpAR-Regensburg_13030807_r.jpg_full_full_0_default.jpg;MOMCA;;1303;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-234-SpAR-Regensburg_13030807_r.jpg_full_full_0_default.jpg;MOMCA;;1303;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-388a-SpAR-Regensburg_13121213_r.jpg_full_full_0_default.jpg;MOMCA;;1312;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-388b-SpAR-Regensburg_13121213_r.jpg_full_full_0_default.jpg;MOMCA;;1312;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-389a-SpAR-Regensburg_13150510_r.jpg_full_full_0_default.jpg;MOMCA;;1315;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-389b-SpAR-Regensburg_13150510_r.jpg_full_full_0_default.jpg;MOMCA;;1315;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-467-SpAR-Regensburg_12530626_r.jpg_full_full_0_default.jpg;MOMCA;;1253;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-511-SpAR-Regensburg_13019999_r.jpg_full_full_0_default.jpg;MOMCA;;1301;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-512-SpAR-Regensburg_13019999_r.jpg_full_full_0_default.jpg;MOMCA;;1301;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-53-SpAR-Regensburg_12530626_r.jpg_full_full_0_default.jpg;MOMCA;;1253;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-58-SpAR-Regensburg_12569999_r.jpg_full_full_0_default.jpg;MOMCA;;1256;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-648-SpAR-Regensburg_12899999_r.jpg_full_full_0_default.jpg;MOMCA;;1289;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-691-SpAR-Regensburg_12569999_r.jpg_full_full_0_default.jpg;MOMCA;;1256;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-779-SpAR-Regensburg_13060525_r.jpg_full_full_0_default.jpg;MOMCA;;1306;
_iiif_2_pics__DE-AKR__Katharinenspital__SpAR-Urk-97-SpAR-Regensburg_12930626_r.jpg_full_full_0_default.jpg;MOMCA;;1293;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7130001.JPG_full_full_0_default.jpg;MOMCA;;1079;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7140001.JPG_full_full_0_default.jpg;MOMCA;;1676;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7140002.JPG_full_full_0_default.jpg;MOMCA;;1676;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7150001.JPG_full_full_0_default.jpg;MOMCA;;0;Pape
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7150201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7160001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7170001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7180001.JPG_full_full_0_default.jpg;MOMCA;;1194;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7190001.JPG_full_full_0_default.jpg;MOMCA;;1190;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7200001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7210101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7210201.JPG_full_full_0_default.jpg;MOMCA;;0;Pape
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7220001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7230101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7230201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7240101.JPG_full_full_0_default.jpg;MOMCA;;0;Pape
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7240201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7250001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7260101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7260201.JPG_full_full_0_default.jpg;MOMCA;;7260;Pape
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7270101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7270201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7280001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7290001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7300101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7300201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7310001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7310101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7310201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7320101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7320201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7330101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7330201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7340101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7340201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7350101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7350201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7360101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7360201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-7370001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8010101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8010201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8030101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8030201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8040101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8040201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8050101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8050201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8060101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8060201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8070101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8070201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8080101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8080201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8090101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8090201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8100001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8110001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8120001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8130001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8140001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8150001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8160101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8160201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8170101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8170201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8180101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8180201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8190001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8200001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8210001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8220101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8220201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8230101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8230201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8240001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8250101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8250201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8260101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8260201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8270101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8270201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8280101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8280201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8290101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8290201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8300001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8310001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8320101.JPG_full_full_0_default.jpg;MOMCA;;;Empereur
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8320201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8330001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8340001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8350101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8350201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8360001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_A-8370001.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_B-1010101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_B-1010202.JPG_full_full_0_default.jpg;MOMCA;;1675;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_B-1010203.JPG_full_full_0_default.jpg;MOMCA;;1675;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_B-1010204.JPG_full_full_0_default.jpg;MOMCA;;1675;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_B-1010205.JPG_full_full_0_default.jpg;MOMCA;;1675;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_B-1010206.JPG_full_full_0_default.jpg;MOMCA;;1675;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_B-1010207.JPG_full_full_0_default.jpg;MOMCA;;1675;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_B-1010208.JPG_full_full_0_default.jpg;MOMCA;;1675;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_B-1010209.JPG_full_full_0_default.jpg;MOMCA;;1675;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_B-1010210.JPG_full_full_0_default.jpg;MOMCA;;1675;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_B-1020101.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_B-1020201.JPG_full_full_0_default.jpg;MOMCA;;;
_iiif_2_pics__DE-BAH__UrkStMi__BAH_B-1020301.JPG_full_full_0_default.jpg;MOMCA;;;
